age,gender,interest,course
23,Female,blockchain,Computer Science
23,Female,python,Computer Science
23,Female,java,Computer Science
23,Female,c++,Computer Science
23,Female,frontend,Computer Science
23,Female,backend,Computer Science
23,Female,DevOps,Computer Science
23,Female,UI/UX,Computer Science
23,Female,system,Computer Science
23,Female,database,Computer Science
23,Female,game,Computer Science
23,Female,full stack,Computer Science
23,Female,quantum,Computer Science
23,Female,painting,Fine Arts
23,Female,sculpture,Fine Arts
23,Female,digital art,Fine Arts
23,Female,graphic,Fine Arts
23,Female,photography,Fine Arts
23,Female,music,Fine Arts
23,Female,singing,Fine Arts
23,Female,instrumental,Fine Arts
23,Female,dance,Fine Arts
23,Female,theater,Fine Arts
23,Female,film,Fine Arts
23,Female,writing,Fine Arts
23,Female,animation,Fine Arts
23,Female,rap,Fine Arts
23,Female,performance,Fine Arts
23,Female,fashion,Fine Arts
23,Female,design,Fine Arts
23,Female,illustration,Fine Arts
23,Female,typography,Fine Arts
23,Female,jewelry,Fine Arts
23,Female,pottery,Fine Arts
23,Female,street art,Fine Arts
23,Female,biology,Nursing
23,Female,chemistry,Chemical Engineering
23,Female,physics,Physics
23,Female,math,Mathematics
23,Female,statistics,Mathematics
23,Female,environment,Science
23,Female,laboratory,Science
23,Female,medical,Nursing
23,Female,genetics,Nursing
23,Female,quantum mechanics,Physics
23,Female,geology,Science
23,Female,marine,Science
23,Female,molecular,Nursing
23,Female,organic,Chemical Engineering
23,Female,astrophysics,Physics
23,Female,calculus,Mathematics
23,Female,ecology,Science
23,Female,climate,Science
23,Female,neuroscience,Nursing
23,Female,biotech,Nursing
23,Female,biomedical,Nursing
23,Female,microbiology,Nursing
23,Female,cellular,Nursing
23,Female,analytical,Chemical Engineering
23,Female,theoretical,Physics
23,Female,business,Business Management
23,Female,sports,Physical Education
23,Female,law,Legal Management
23,Female,psychology,Psychology
23,Female,education,Education
23,Female,engineering,Civil Engineering
24,Male,programming,Computer Science
24,Male,software,Computer Science
24,Male,web,Computer Science
24,Male,network,Computer Science
24,Male,cybersecurity,Computer Science
24,Male,data science,Computer Science
24,Male,machine learning,Computer Science
24,Male,cloud,Computer Science
24,Male,blockchain,Computer Science
24,Male,python,Computer Science
24,Male,java,Computer Science
24,Male,c++,Computer Science
24,Male,frontend,Computer Science
24,Male,backend,Computer Science
24,Male,DevOps,Computer Science
24,Male,UI/UX,Computer Science
24,Male,system,Computer Science
24,Male,database,Computer Science
24,Male,game,Computer Science
24,Male,full stack,Computer Science
24,Male,quantum,Computer Science
24,Male,painting,Fine Arts
24,Male,sculpture,Fine Arts
24,Male,digital art,Fine Arts
24,Male,graphic,Fine Arts
24,Male,photography,Fine Arts
24,Male,music,Fine Arts
24,Male,singing,Fine Arts
24,Male,instrumental,Fine Arts
24,Male,dance,Fine Arts
24,Male,theater,Fine Arts
24,Male,film,Fine Arts
24,Male,writing,Fine Arts
24,Male,animation,Fine Arts
24,Male,rap,Fine Arts
24,Male,performance,Fine Arts
24,Male,fashion,Fine Arts
24,Male,design,Fine Arts
24,Male,illustration,Fine Arts
24,Male,typography,Fine Arts
24,Male,jewelry,Fine Arts
24,Male,pottery,Fine Arts
24,Male,street art,Fine Arts
24,Male,biology,Nursing
24,Male,chemistry,Chemical Engineering
24,Male,physics,Physics
24,Male,math,Mathematics
24,Male,statistics,Mathematics
24,Male,environment,Science
24,Male,laboratory,Science
24,Male,medical,Nursing
24,Male,genetics,Nursing
24,Male,quantum mechanics,Physics
24,Male,geology,Science
24,Male,marine,Science
24,Male,molecular,Nursing
24,Male,organic,Chemical Engineering
24,Male,astrophysics,Physics
24,Male,calculus,Mathematics
24,Male,ecology,Science
24,Male,climate,Science
24,Male,neuroscience,Nursing
24,Male,biotech,Nursing
24,Male,biomedical,Nursing
24,Male,microbiology,Nursing
24,Male,cellular,Nursing
24,Male,analytical,Chemical Engineering
24,Male,theoretical,Physics
24,Male,business,Business Management
24,Male,sports,Physical Education
24,Male,law,Legal Management
24,Male,psychology,Psychology
24,Male,education,Education
24,Male,engineering,Civil Engineering
24,Female,programming,Computer Science
24,Female,software,Computer Science
24,Female,web,Computer Science
24,Female,network,Computer Science
24,Female,cybersecurity,Computer Science
24,Female,data science,Computer Science
24,Female,machine learning,Computer Science
24,Female,cloud,Computer Science
24,Female,blockchain,Computer Science
24,Female,python,Computer Science
24,Female,java,Computer Science
24,Female,c++,Computer Science
24,Female,frontend,Computer Science
24,Female,backend,Computer Science
24,Female,DevOps,Computer Science
24,Female,UI/UX,Computer Science
24,Female,system,Computer Science
24,Female,database,Computer Science
24,Female,game,Computer Science
24,Female,full stack,Computer Science
24,Female,quantum,Computer Science
24,Female,painting,Fine Arts
24,Female,sculpture,Fine Arts
24,Female,digital art,Fine Arts
24,Female,graphic,Fine Arts
24,Female,photography,Fine Arts
24,Female,music,Fine Arts
24,Female,singing,Fine Arts
24,Female,instrumental,Fine Arts
24,Female,dance,Fine Arts
24,Female,theater,Fine Arts
24,Female,film,Fine Arts
24,Female,writing,Fine Arts
24,Female,animation,Fine Arts
24,Female,rap,Fine Arts
24,Female,performance,Fine Arts
24,Female,fashion,Fine Arts
24,Female,design,Fine Arts
24,Female,illustration,Fine Arts
24,Female,typography,Fine Arts
24,Female,jewelry,Fine Arts
24,Female,pottery,Fine Arts
24,Female,street art,Fine Arts
24,Female,biology,Nursing
24,Female,chemistry,Chemical Engineering
24,Female,physics,Physics
24,Female,math,Mathematics
24,Female,statistics,Mathematics
24,Female,environment,Science
24,Female,laboratory,Science
24,Female,medical,Nursing
24,Female,genetics,Nursing
24,Female,quantum mechanics,Physics
24,Female,geology,Science
24,Female,marine,Science
24,Female,molecular,Nursing
24,Female,organic,Chemical Engineering
24,Female,astrophysics,Physics
24,Female,calculus,Mathematics
24,Female,ecology,Science
24,Female,climate,Science
24,Female,neuroscience,Nursing
24,Female,biotech,Nursing
24,Female,biomedical,Nursing
24,Female,microbiology,Nursing
24,Female,cellular,Nursing
24,Female,analytical,Chemical Engineering
24,Female,theoretical,Physics
24,Female,business,Business Management
24,Female,sports,Physical Education
24,Female,law,Legal Management
24,Female,psychology,Psychology
24,Female,education,Education
24,Female,engineering,Civil Engineering
25,Male,programming,Computer Science
25,Male,software,Computer Science
25,Male,web,Computer Science
25,Male,network,Computer Science
25,Male,cybersecurity,Computer Science
25,Male,data science,Computer Science
25,Male,machine learning,Computer Science
25,Male,cloud,Computer Science
25,Male,blockchain,Computer Science
25,Male,python,Computer Science
25,Male,java,Computer Science
25,Male,c++,Computer Science
25,Male,frontend,Computer Science
25,Male,backend,Computer Science
25,Male,DevOps,Computer Science
25,Male,UI/UX,Computer Science
25,Male,system,Computer Science
25,Male,database,Computer Science
25,Male,game,Computer Science
25,Male,full stack,Computer Science
25,Male,quantum,Computer Science
25,Male,painting,Fine Arts
25,Male,sculpture,Fine Arts
25,Male,digital art,Fine Arts
25,Male,graphic,Fine Arts
25,Male,photography,Fine Arts
25,Male,music,Fine Arts
25,Male,singing,Fine Arts
25,Male,instrumental,Fine Arts
25,Male,dance,Fine Arts
25,Male,theater,Fine Arts
25,Male,film,Fine Arts
25,Male,writing,Fine Arts
25,Male,animation,Fine Arts
25,Male,rap,Fine Arts
25,Male,performance,Fine Arts
25,Male,fashion,Fine Arts
25,Male,design,Fine Arts
25,Male,illustration,Fine Arts
25,Male,typography,Fine Arts
25,Male,jewelry,Fine Arts
25,Male,pottery,Fine Arts
25,Male,street art,Fine Arts
25,Male,biology,Nursing
25,Male,chemistry,Chemical Engineering
25,Male,physics,Physics
25,Male,math,Mathematics
25,Male,statistics,Mathematics
25,Male,environment,Science
25,Male,laboratory,Science
25,Male,medical,Nursing
25,Male,genetics,Nursing
25,Male,quantum mechanics,Physics
25,Male,geology,Science
25,Male,marine,Science
25,Male,molecular,Nursing
25,Male,organic,Chemical Engineering
25,Male,astrophysics,Physics
25,Male,calculus,Mathematics
25,Male,ecology,Science
25,Male,climate,Science
25,Male,neuroscience,Nursing
25,Male,biotech,Nursing
25,Male,biomedical,Nursing
25,Male,microbiology,Nursing
25,Male,cellular,Nursing
25,Male,analytical,Chemical Engineering
25,Male,theoretical,Physics
25,Male,business,Business Management
25,Male,sports,Physical Education
25,Male,law,Legal Management
25,Male,psychology,Psychology
25,Male,education,Education
25,Male,engineering,Civil Engineering
25,Female,programming,Computer Science
25,Female,software,Computer Science
25,Female,web,Computer Science
25,Female,network,Computer Science
25,Female,cybersecurity,Computer Science
25,Female,data science,Computer Science
25,Female,machine learning,Computer Science
25,Female,cloud,Computer Science
25,Female,blockchain,Computer Science
25,Female,python,Computer Science
25,Female,java,Computer Science
25,Female,c++,Computer Science
25,Female,frontend,Computer Science
25,Female,backend,Computer Science
25,Female,DevOps,Computer Science
25,Female,UI/UX,Computer Science
25,Female,system,Computer Science
25,Female,database,Computer Science
25,Female,game,Computer Science
25,Female,full stack,Computer Science
25,Female,quantum,Computer Science
25,Female,painting,Fine Arts
25,Female,sculpture,Fine Arts
25,Female,digital art,Fine Arts
25,Female,graphic,Fine Arts
25,Female,photography,Fine Arts
25,Female,music,Fine Arts
25,Female,singing,Fine Arts
25,Female,instrumental,Fine Arts
25,Female,dance,Fine Arts
25,Female,theater,Fine Arts
25,Female,film,Fine Arts
25,Female,writing,Fine Arts
25,Female,animation,Fine Arts
25,Female,rap,Fine Arts
25,Female,performance,Fine Arts
25,Female,fashion,Fine Arts
25,Female,design,Fine Arts
25,Female,illustration,Fine Arts
25,Female,typography,Fine Arts
25,Female,jewelry,Fine Arts
25,Female,pottery,Fine Arts
25,Female,street art,Fine Arts
25,Female,biology,Nursing
25,Female,chemistry,Chemical Engineering
25,Female,physics,Physics
25,Female,math,Mathematics
25,Female,statistics,Mathematics
25,Female,environment,Science
25,Female,laboratory,Science
25,Female,medical,Nursing
25,Female,genetics,Nursing
25,Female,quantum mechanics,Physics
25,Female,geology,Science
25,Female,marine,Science
25,Female,molecular,Nursing
25,Female,organic,Chemical Engineering
25,Female,astrophysics,Physics
25,Female,calculus,Mathematics
25,Female,ecology,Science
25,Female,climate,Science
25,Female,neuroscience,Nursing
25,Female,biotech,Nursing
25,Female,biomedical,Nursing
25,Female,microbiology,Nursing
25,Female,cellular,Nursing
25,Female,analytical,Chemical Engineering
25,Female,theoretical,Physics
25,Female,business,Business Management
25,Female,sports,Physical Education
25,Female,law,Legal Management
25,Female,psychology,Psychology
25,Female,education,Education
25,Female,engineering,Civil Engineering
26,Male,programming,Computer Science
26,Male,software,Computer Science
26,Male,web,Computer Science
26,Male,network,Computer Science
26,Male,cybersecurity,Computer Science
26,Male,data science,Computer Science
26,Male,machine learning,Computer Science
26,Male,cloud,Computer Science
26,Male,blockchain,Computer Science
26,Male,python,Computer Science
26,Male,java,Computer Science
26,Male,c++,Computer Science
26,Male,frontend,Computer Science
26,Male,backend,Computer Science
26,Male,DevOps,Computer Science
26,Male,UI/UX,Computer Science
26,Male,system,Computer Science
26,Male,database,Computer Science
26,Male,game,Computer Science
26,Male,full stack,Computer Science
26,Male,quantum,Computer Science
26,Male,painting,Fine Arts
26,Male,sculpture,Fine Arts
26,Male,digital art,Fine Arts
26,Male,graphic,Fine Arts
26,Male,photography,Fine Arts
26,Male,music,Fine Arts
26,Male,singing,Fine Arts
26,Male,instrumental,Fine Arts
26,Male,dance,Fine Arts
26,Male,theater,Fine Arts
26,Male,film,Fine Arts
26,Male,writing,Fine Arts
26,Male,animation,Fine Arts
26,Male,rap,Fine Arts
26,Male,performance,Fine Arts
26,Male,fashion,Fine Arts
26,Male,design,Fine Arts
26,Male,illustration,Fine Arts
26,Male,typography,Fine Arts
26,Male,jewelry,Fine Arts
26,Male,pottery,Fine Arts
26,Male,street art,Fine Arts
26,Male,biology,Nursing
26,Male,chemistry,Chemical Engineering
26,Male,physics,Physics
26,Male,math,Mathematics
26,Male,statistics,Mathematics
26,Male,environment,Science
26,Male,laboratory,Science
26,Male,medical,Nursing
26,Male,genetics,Nursing
26,Male,quantum mechanics,Physics
26,Male,geology,Science
26,Male,marine,Science
26,Male,molecular,Nursing
26,Male,organic,Chemical Engineering
26,Male,astrophysics,Physics
26,Male,calculus,Mathematics
26,Male,ecology,Science
26,Male,climate,Science
26,Male,neuroscience,Nursing
26,Male,biotech,Nursing
26,Male,biomedical,Nursing
26,Male,microbiology,Nursing
26,Male,cellular,Nursing
26,Male,analytical,Chemical Engineering
26,Male,theoretical,Physics
26,Male,business,Business Management
26,Male,sports,Physical Education
26,Male,law,Legal Management
26,Male,psychology,Psychology
26,Male,education,Education
26,Male,engineering,Civil Engineering
26,Female,programming,Computer Science
26,Female,software,Computer Science
26,Female,web,Computer Science
26,Female,network,Computer Science
26,Female,cybersecurity,Computer Science
26,Female,data science,Computer Science
26,Female,machine learning,Computer Science
26,Female,cloud,Computer Science
26,Female,blockchain,Computer Science
26,Female,python,Computer Science
26,Female,java,Computer Science
26,Female,c++,Computer Science
26,Female,frontend,Computer Science
26,Female,backend,Computer Science
26,Female,DevOps,Computer Science
26,Female,UI/UX,Computer Science
26,Female,system,Computer Science
26,Female,database,Computer Science
26,Female,game,Computer Science
26,Female,full stack,Computer Science
26,Female,quantum,Computer Science
26,Female,painting,Fine Arts
26,Female,sculpture,Fine Arts
26,Female,digital art,Fine Arts
26,Female,graphic,Fine Arts
26,Female,photography,Fine Arts
26,Female,music,Fine Arts
26,Female,singing,Fine Arts
26,Female,instrumental,Fine Arts
26,Female,dance,Fine Arts
26,Female,theater,Fine Arts
26,Female,film,Fine Arts
26,Female,writing,Fine Arts
26,Female,animation,Fine Arts
26,Female,rap,Fine Arts
26,Female,performance,Fine Arts
26,Female,fashion,Fine Arts
26,Female,design,Fine Arts
26,Female,illustration,Fine Arts
26,Female,typography,Fine Arts
26,Female,jewelry,Fine Arts
26,Female,pottery,Fine Arts
26,Female,street art,Fine Arts
26,Female,biology,Nursing
26,Female,chemistry,Chemical Engineering
26,Female,physics,Physics
26,Female,math,Mathematics
26,Female,statistics,Mathematics
26,Female,environment,Science
26,Female,laboratory,Science
26,Female,medical,Nursing
26,Female,genetics,Nursing
26,Female,quantum mechanics,Physics
26,Female,geology,Science
26,Female,marine,Science
26,Female,molecular,Nursing
26,Female,organic,Chemical Engineering
26,Female,astrophysics,Physics
26,Female,calculus,Mathematics
26,Female,ecology,Science
26,Female,climate,Science
26,Female,neuroscience,Nursing
26,Female,biotech,Nursing
26,Female,biomedical,Nursing
26,Female,microbiology,Nursing
26,Female,cellular,Nursing
26,Female,analytical,Chemical Engineering
26,Female,theoretical,Physics
26,Female,business,Business Management
26,Female,sports,Physical Education
26,Female,law,Legal Management
26,Female,psychology,Psychology
26,Female,education,Education
26,Female,engineering,Civil Engineering
27,Male,programming,Computer Science
27,Male,software,Computer Science
27,Male,web,Computer Science
27,Male,network,Computer Science
27,Male,cybersecurity,Computer Science
27,Male,data science,Computer Science
27,Male,machine learning,Computer Science
27,Male,cloud,Computer Science
27,Male,blockchain,Computer Science
27,Male,python,Computer Science
27,Male,java,Computer Science
27,Male,c++,Computer Science
27,Male,frontend,Computer Science
27,Male,backend,Computer Science
27,Male,DevOps,Computer Science
27,Male,UI/UX,Computer Science
27,Male,system,Computer Science
27,Male,database,Computer Science
27,Male,game,Computer Science
27,Male,full stack,Computer Science
27,Male,quantum,Computer Science
27,Male,painting,Fine Arts
27,Male,sculpture,Fine Arts
27,Male,digital art,Fine Arts
27,Male,graphic,Fine Arts
27,Male,photography,Fine Arts
27,Male,music,Fine Arts
27,Male,singing,Fine Arts
27,Male,instrumental,Fine Arts
27,Male,dance,Fine Arts
27,Male,theater,Fine Arts
27,Male,film,Fine Arts
27,Male,writing,Fine Arts
27,Male,animation,Fine Arts
27,Male,rap,Fine Arts
27,Male,performance,Fine Arts
27,Male,fashion,Fine Arts
27,Male,design,Fine Arts
27,Male,illustration,Fine Arts
27,Male,typography,Fine Arts
27,Male,jewelry,Fine Arts
27,Male,pottery,Fine Arts
27,Male,street art,Fine Arts
27,Male,biology,Nursing
27,Male,chemistry,Chemical Engineering
27,Male,physics,Physics
27,Male,math,Mathematics
27,Male,statistics,Mathematics
27,Male,environment,Science
27,Male,laboratory,Science
27,Male,medical,Nursing
27,Male,genetics,Nursing
27,Male,quantum mechanics,Physics
27,Male,geology,Science
27,Male,marine,Science
27,Male,molecular,Nursing
27,Male,organic,Chemical Engineering
27,Male,astrophysics,Physics
27,Male,calculus,Mathematics
27,Male,ecology,Science
27,Male,climate,Science
27,Male,neuroscience,Nursing
27,Male,biotech,Nursing
27,Male,biomedical,Nursing
27,Male,microbiology,Nursing
27,Male,cellular,Nursing
27,Male,analytical,Chemical Engineering
27,Male,theoretical,Physics
27,Male,business,Business Management
27,Male,sports,Physical Education
27,Male,law,Legal Management
27,Male,psychology,Psychology
27,Male,education,Education
27,Male,engineering,Civil Engineering
27,Female,programming,Computer Science
27,Female,software,Computer Science
27,Female,web,Computer Science
27,Female,network,Computer Science
27,Female,cybersecurity,Computer Science
27,Female,data science,Computer Science
27,Female,machine learning,Computer Science
27,Female,cloud,Computer Science
27,Female,blockchain,Computer Science
27,Female,python,Computer Science
27,Female,java,Computer Science
27,Female,c++,Computer Science
27,Female,frontend,Computer Science
27,Female,backend,Computer Science
27,Female,DevOps,Computer Science
27,Female,UI/UX,Computer Science
27,Female,system,Computer Science
27,Female,database,Computer Science
27,Female,game,Computer Science
27,Female,full stack,Computer Science
27,Female,quantum,Computer Science
27,Female,painting,Fine Arts
27,Female,sculpture,Fine Arts
27,Female,digital art,Fine Arts
27,Female,graphic,Fine Arts
27,Female,photography,Fine Arts
27,Female,music,Fine Arts
27,Female,singing,Fine Arts
27,Female,instrumental,Fine Arts
27,Female,dance,Fine Arts
27,Female,theater,Fine Arts
27,Female,film,Fine Arts
27,Female,writing,Fine Arts
27,Female,animation,Fine Arts
27,Female,rap,Fine Arts
27,Female,performance,Fine Arts
27,Female,fashion,Fine Arts
27,Female,design,Fine Arts
27,Female,illustration,Fine Arts
27,Female,typography,Fine Arts
27,Female,jewelry,Fine Arts
27,Female,pottery,Fine Arts
27,Female,street art,Fine Arts
27,Female,biology,Nursing
27,Female,chemistry,Chemical Engineering
27,Female,physics,Physics
27,Female,math,Mathematics
27,Female,statistics,Mathematics
27,Female,environment,Science
27,Female,laboratory,Science
27,Female,medical,Nursing
27,Female,genetics,Nursing
27,Female,quantum mechanics,Physics
27,Female,geology,Science
27,Female,marine,Science
27,Female,molecular,Nursing
27,Female,organic,Chemical Engineering
27,Female,astrophysics,Physics
27,Female,calculus,Mathematics
27,Female,ecology,Science
27,Female,climate,Science
27,Female,neuroscience,Nursing
27,Female,biotech,Nursing
27,Female,biomedical,Nursing
27,Female,microbiology,Nursing
27,Female,cellular,Nursing
27,Female,analytical,Chemical Engineering
27,Female,theoretical,Physics
27,Female,business,Business Management
27,Female,sports,Physical Education
27,Female,law,Legal Management
27,Female,psychology,Psychology
27,Female,education,Education
27,Female,engineering,Civil Engineering
28,Male,programming,Computer Science
28,Male,software,Computer Science
28,Male,web,Computer Science
28,Male,network,Computer Science
28,Male,cybersecurity,Computer Science
28,Male,data science,Computer Science
28,Male,machine learning,Computer Science
28,Male,cloud,Computer Science
28,Male,blockchain,Computer Science
28,Male,python,Computer Science
28,Male,java,Computer Science
28,Male,c++,Computer Science
28,Male,frontend,Computer Science
28,Male,backend,Computer Science
28,Male,DevOps,Computer Science
28,Male,UI/UX,Computer Science
28,Male,system,Computer Science
28,Male,database,Computer Science
28,Male,game,Computer Science
28,Male,full stack,Computer Science
28,Male,quantum,Computer Science
28,Male,painting,Fine Arts
28,Male,sculpture,Fine Arts
28,Male,digital art,Fine Arts
28,Male,graphic,Fine Arts
28,Male,photography,Fine Arts
28,Male,music,Fine Arts
28,Male,singing,Fine Arts
28,Male,instrumental,Fine Arts
28,Male,dance,Fine Arts
28,Male,theater,Fine Arts
28,Male,film,Fine Arts
28,Male,writing,Fine Arts
28,Male,animation,Fine Arts
28,Male,rap,Fine Arts
28,Male,performance,Fine Arts
28,Male,fashion,Fine Arts
28,Male,design,Fine Arts
28,Male,illustration,Fine Arts
28,Male,typography,Fine Arts
28,Male,jewelry,Fine Arts
28,Male,pottery,Fine Arts
28,Male,street art,Fine Arts
28,Male,biology,Nursing
28,Male,chemistry,Chemical Engineering
28,Male,physics,Physics
28,Male,math,Mathematics
28,Male,statistics,Mathematics
28,Male,environment,Science
28,Male,laboratory,Science
28,Male,medical,Nursing
28,Male,genetics,Nursing
28,Male,quantum mechanics,Physics
28,Male,geology,Science
28,Male,marine,Science
28,Male,molecular,Nursing
28,Male,organic,Chemical Engineering
28,Male,astrophysics,Physics
28,Male,calculus,Mathematics
28,Male,ecology,Science
28,Male,climate,Science
28,Male,neuroscience,Nursing
28,Male,biotech,Nursing
28,Male,biomedical,Nursing
28,Male,microbiology,Nursing
28,Male,cellular,Nursing
28,Male,analytical,Chemical Engineering
28,Male,theoretical,Physics
28,Male,business,Business Management
28,Male,sports,Physical Education
28,Male,law,Legal Management
28,Male,psychology,Psychology
28,Male,education,Education
28,Male,engineering,Civil Engineering
28,Female,programming,Computer Science
28,Female,software,Computer Science
28,Female,web,Computer Science
28,Female,network,Computer Science
28,Female,cybersecurity,Computer Science
28,Female,data science,Computer Science
28,Female,machine learning,Computer Science
28,Female,cloud,Computer Science
28,Female,blockchain,Computer Science
28,Female,python,Computer Science
28,Female,java,Computer Science
28,Female,c++,Computer Science
28,Female,frontend,Computer Science
28,Female,backend,Computer Science
28,Female,DevOps,Computer Science
28,Female,UI/UX,Computer Science
28,Female,system,Computer Science
28,Female,database,Computer Science
28,Female,game,Computer Science
28,Female,full stack,Computer Science
28,Female,quantum,Computer Science
28,Female,painting,Fine Arts
28,Female,sculpture,Fine Arts
28,Female,digital art,Fine Arts
28,Female,graphic,Fine Arts
28,Female,photography,Fine Arts
28,Female,music,Fine Arts
28,Female,singing,Fine Arts
28,Female,instrumental,Fine Arts
28,Female,dance,Fine Arts
28,Female,theater,Fine Arts
28,Female,film,Fine Arts
28,Female,writing,Fine Arts
28,Female,animation,Fine Arts
28,Female,rap,Fine Arts
28,Female,performance,Fine Arts
28,Female,fashion,Fine Arts
28,Female,design,Fine Arts
28,Female,illustration,Fine Arts
28,Female,typography,Fine Arts
28,Female,jewelry,Fine Arts
28,Female,pottery,Fine Arts
28,Female,street art,Fine Arts
28,Female,biology,Nursing
28,Female,chemistry,Chemical Engineering
28,Female,physics,Physics
28,Female,math,Mathematics
28,Female,statistics,Mathematics
28,Female,environment,Science
28,Female,laboratory,Science
28,Female,medical,Nursing
28,Female,genetics,Nursing
28,Female,quantum mechanics,Physics
28,Female,geology,Science
28,Female,marine,Science
28,Female,molecular,Nursing
28,Female,organic,Chemical Engineering
28,Female,astrophysics,Physics
28,Female,calculus,Mathematics
28,Female,ecology,Science
28,Female,climate,Science
28,Female,neuroscience,Nursing
28,Female,biotech,Nursing
28,Female,biomedical,Nursing
28,Female,microbiology,Nursing
28,Female,cellular,Nursing
28,Female,analytical,Chemical Engineering
28,Female,theoretical,Physics
28,Female,business,Business Management
28,Female,sports,Physical Education
28,Female,law,Legal Management
28,Female,psychology,Psychology
28,Female,education,Education
28,Female,engineering,Civil Engineering
29,Male,programming,Computer Science
29,Male,software,Computer Science
29,Male,web,Computer Science
29,Male,network,Computer Science
29,Male,cybersecurity,Computer Science
29,Male,data science,Computer Science
29,Male,machine learning,Computer Science
29,Male,cloud,Computer Science
29,Male,blockchain,Computer Science
29,Male,python,Computer Science
29,Male,java,Computer Science
29,Male,c++,Computer Science
29,Male,frontend,Computer Science
29,Male,backend,Computer Science
29,Male,DevOps,Computer Science
29,Male,UI/UX,Computer Science
29,Male,system,Computer Science
29,Male,database,Computer Science
29,Male,game,Computer Science
29,Male,full stack,Computer Science
29,Male,quantum,Computer Science
29,Male,painting,Fine Arts
29,Male,sculpture,Fine Arts
29,Male,digital art,Fine Arts
29,Male,graphic,Fine Arts
29,Male,photography,Fine Arts
29,Male,music,Fine Arts
29,Male,singing,Fine Arts
29,Male,instrumental,Fine Arts
29,Male,dance,Fine Arts
29,Male,theater,Fine Arts
29,Male,film,Fine Arts
29,Male,writing,Fine Arts
29,Male,animation,Fine Arts
29,Male,rap,Fine Arts
29,Male,performance,Fine Arts
29,Male,fashion,Fine Arts
29,Male,design,Fine Arts
29,Male,illustration,Fine Arts
29,Male,typography,Fine Arts
29,Male,jewelry,Fine Arts
29,Male,pottery,Fine Arts
29,Male,street art,Fine Arts
29,Male,biology,Nursing
29,Male,chemistry,Chemical Engineering
29,Male,physics,Physics
29,Male,math,Mathematics
29,Male,statistics,Mathematics
29,Male,environment,Science
29,Male,laboratory,Science
29,Male,medical,Nursing
29,Male,genetics,Nursing
29,Male,quantum mechanics,Physics
29,Male,geology,Science
29,Male,marine,Science
29,Male,molecular,Nursing
29,Male,organic,Chemical Engineering
29,Male,astrophysics,Physics
29,Male,calculus,Mathematics
29,Male,ecology,Science
29,Male,climate,Science
29,Male,neuroscience,Nursing
29,Male,biotech,Nursing
29,Male,biomedical,Nursing
29,Male,microbiology,Nursing
29,Male,cellular,Nursing
29,Male,analytical,Chemical Engineering
29,Male,theoretical,Physics
29,Male,business,Business Management
29,Male,sports,Physical Education
29,Male,law,Legal Management
29,Male,psychology,Psychology
29,Male,education,Education
29,Male,engineering,Civil Engineering
29,Female,programming,Computer Science
29,Female,software,Computer Science
29,Female,web,Computer Science
29,Female,network,Computer Science
29,Female,cybersecurity,Computer Science
29,Female,data science,Computer Science
29,Female,machine learning,Computer Science
29,Female,cloud,Computer Science
29,Female,blockchain,Computer Science
29,Female,python,Computer Science
29,Female,java,Computer Science
29,Female,c++,Computer Science
29,Female,frontend,Computer Science
29,Female,backend,Computer Science
29,Female,DevOps,Computer Science
29,Female,UI/UX,Computer Science
29,Female,system,Computer Science
29,Female,database,Computer Science
29,Female,game,Computer Science
29,Female,full stack,Computer Science
29,Female,quantum,Computer Science
29,Female,painting,Fine Arts
29,Female,sculpture,Fine Arts
29,Female,digital art,Fine Arts
29,Female,graphic,Fine Arts
29,Female,photography,Fine Arts
29,Female,music,Fine Arts
29,Female,singing,Fine Arts
29,Female,instrumental,Fine Arts
29,Female,dance,Fine Arts
29,Female,theater,Fine Arts
29,Female,film,Fine Arts
29,Female,writing,Fine Arts
29,Female,animation,Fine Arts
29,Female,rap,Fine Arts
29,Female,performance,Fine Arts
29,Female,fashion,Fine Arts
29,Female,design,Fine Arts
29,Female,illustration,Fine Arts
29,Female,typography,Fine Arts
29,Female,jewelry,Fine Arts
29,Female,pottery,Fine Arts
29,Female,street art,Fine Arts
29,Female,biology,Nursing
29,Female,chemistry,Chemical Engineering
29,Female,physics,Physics
29,Female,math,Mathematics
29,Female,statistics,Mathematics
29,Female,environment,Science
29,Female,laboratory,Science
29,Female,medical,Nursing
29,Female,genetics,Nursing
29,Female,quantum mechanics,Physics
29,Female,geology,Science
29,Female,marine,Science
29,Female,molecular,Nursing
29,Female,organic,Chemical Engineering
29,Female,astrophysics,Physics
29,Female,calculus,Mathematics
29,Female,ecology,Science
29,Female,climate,Science
29,Female,neuroscience,Nursing
29,Female,biotech,Nursing
29,Female,biomedical,Nursing
29,Female,microbiology,Nursing
29,Female,cellular,Nursing
29,Female,analytical,Chemical Engineering
29,Female,theoretical,Physics
29,Female,business,Business Management
29,Female,sports,Physical Education
29,Female,law,Legal Management
29,Female,psychology,Psychology
29,Female,education,Education
29,Female,engineering,Civil Engineering
30,Male,programming,Computer Science
30,Male,software,Computer Science
30,Male,web,Computer Science
30,Male,network,Computer Science
30,Male,cybersecurity,Computer Science
30,Male,data science,Computer Science
30,Male,machine learning,Computer Science
30,Male,cloud,Computer Science
30,Male,blockchain,Computer Science
30,Male,python,Computer Science
